FIPS Code,Geography,Year,Program Type,Population
36097,SchuylerCounty,2008,Intercensal Population Estimate,18644
36099,SenecaCounty,2008,Intercensal Population Estimate,35370
36101,SteubenCounty,2008,Intercensal Population Estimate,98726
36103,SuffolkCounty,2008,Intercensal Population Estimate,1480218
36105,SullivanCounty,2008,Intercensal Population Estimate,77755
36107,TiogaCounty,2008,Intercensal Population Estimate,51498
36109,TompkinsCounty,2008,Intercensal Population Estimate,100383
36111,UlsterCounty,2008,Intercensal Population Estimate,183174
36113,WarrenCounty,2008,Intercensal Population Estimate,65848
36115,WashingtonCounty,2008,Intercensal Population Estimate,63252
36117,WayneCounty,2008,Intercensal Population Estimate,93739
36119,WestchesterCounty,2008,Intercensal Population Estimate,937449
36121,WyomingCounty,2008,Intercensal Population Estimate,42281
36123,YatesCounty,2008,Intercensal Population Estimate,25352
36000,NewYorkState,2007,Intercensal Population Estimate,19132335
36001,AlbanyCounty,2007,Intercensal Population Estimate,303858
36003,AlleganyCounty,2007,Intercensal Population Estimate,49079
36005,BronxCounty,2007,Intercensal Population Estimate,1354056
36007,BroomeCounty,2007,Intercensal Population Estimate,200877
36009,CattaraugusCounty,2007,Intercensal Population Estimate,81056
36011,CayugaCounty,2007,Intercensal Population Estimate,80629
36013,ChautauquaCounty,2007,Intercensal Population Estimate,135481
36015,ChemungCounty,2007,Intercensal Population Estimate,88634
36017,ChenangoCounty,2007,Intercensal Population Estimate,51463
36019,ClintonCounty,2007,Intercensal Population Estimate,82556
36021,ColumbiaCounty,2007,Intercensal Population Estimate,63430
36023,CortlandCounty,2007,Intercensal Population Estimate,49624
36025,DelawareCounty,2007,Intercensal Population Estimate,48450
36027,DutchessCounty,2007,Intercensal Population Estimate,295319
36029,ErieCounty,2007,Intercensal Population Estimate,921887
36031,EssexCounty,2007,Intercensal Population Estimate,39373
36033,FranklinCounty,2007,Intercensal Population Estimate,51782
36035,FultonCounty,2007,Intercensal Population Estimate,55489
36037,GeneseeCounty,2007,Intercensal Population Estimate,59930
36039,GreeneCounty,2007,Intercensal Population Estimate,49537
36041,HamiltonCounty,2007,Intercensal Population Estimate,4969
36043,HerkimerCounty,2007,Intercensal Population Estimate,64343
36045,JeffersonCounty,2007,Intercensal Population Estimate,115059
36047,KingsCounty,2007,Intercensal Population Estimate,2441324
36049,LewisCounty,2007,Intercensal Population Estimate,27086
36051,LivingstonCounty,2007,Intercensal Population Estimate,65460
36053,MadisonCounty,2007,Intercensal Population Estimate,72709
36055,MonroeCounty,2007,Intercensal Population Estimate,739249
36057,MontgomeryCounty,2007,Intercensal Population Estimate,49798
36059,NassauCounty,2007,Intercensal Population Estimate,1322048
36061,NewYorkCounty,2007,Intercensal Population Estimate,1581402
36063,NiagaraCounty,2007,Intercensal Population Estimate,215791
36065,OneidaCounty,2007,Intercensal Population Estimate,234488
36067,OnondagaCounty,2007,Intercensal Population Estimate,461287
36069,OntarioCounty,2007,Intercensal Population Estimate,105216
36071,OrangeCounty,2007,Intercensal Population Estimate,368464
36073,OrleansCounty,2007,Intercensal Population Estimate,43342
36075,OswegoCounty,2007,Intercensal Population Estimate,122213
36077,OtsegoCounty,2007,Intercensal Population Estimate,62914
36079,PutnamCounty,2007,Intercensal Population Estimate,99454
36081,QueensCounty,2007,Intercensal Population Estimate,2177351
36083,RensselaerCounty,2007,Intercensal Population Estimate,158243
36085,RichmondCounty,2007,Intercensal Population Estimate,459642
36087,RocklandCounty,2007,Intercensal Population Estimate,301668
36089,St.LawrenceCounty,2007,Intercensal Population Estimate,111586
36091,SaratogaCounty,2007,Intercensal Population Estimate,215798
36093,SchenectadyCounty,2007,Intercensal Population Estimate,152275
36095,SchoharieCounty,2007,Intercensal Population Estimate,32894
36097,SchuylerCounty,2007,Intercensal Population Estimate,18707
36099,SenecaCounty,2007,Intercensal Population Estimate,35469
36101,SteubenCounty,2007,Intercensal Population Estimate,98541
36103,SuffolkCounty,2007,Intercensal Population Estimate,1475255
36105,SullivanCounty,2007,Intercensal Population Estimate,77991
36107,TiogaCounty,2007,Intercensal Population Estimate,51565
36109,TompkinsCounty,2007,Intercensal Population Estimate,99910
36111,UlsterCounty,2007,Intercensal Population Estimate,182818
36113,WarrenCounty,2007,Intercensal Population Estimate,65740
36115,WashingtonCounty,2007,Intercensal Population Estimate,63054
36117,WayneCounty,2007,Intercensal Population Estimate,93539
36119,WestchesterCounty,2007,Intercensal Population Estimate,933414
36121,WyomingCounty,2007,Intercensal Population Estimate,42515
36123,YatesCounty,2007,Intercensal Population Estimate,25234
36000,NewYorkState,2006,Intercensal Population Estimate,19104631
36001,AlbanyCounty,2006,Intercensal Population Estimate,303997
36003,AlleganyCounty,2006,Intercensal Population Estimate,49359
36005,BronxCounty,2006,Intercensal Population Estimate,1348164
36007,BroomeCounty,2006,Intercensal Population Estimate,200905
36009,CattaraugusCounty,2006,Intercensal Population Estimate,81342
36011,CayugaCounty,2006,Intercensal Population Estimate,80892
36013,ChautauquaCounty,2006,Intercensal Population Estimate,135640
36015,ChemungCounty,2006,Intercensal Population Estimate,88732
36017,ChenangoCounty,2006,Intercensal Population Estimate,51391
36019,ClintonCounty,2006,Intercensal Population Estimate,82547
36021,ColumbiaCounty,2006,Intercensal Population Estimate,63427
36023,CortlandCounty,2006,Intercensal Population Estimate,49449
36025,DelawareCounty,2006,Intercensal Population Estimate,48271
36027,DutchessCounty,2006,Intercensal Population Estimate,294712
36029,ErieCounty,2006,Intercensal Population Estimate,925564
36031,EssexCounty,2006,Intercensal Population Estimate,39490
36033,FranklinCounty,2006,Intercensal Population Estimate,51511
36035,FultonCounty,2006,Intercensal Population Estimate,55328
36037,GeneseeCounty,2006,Intercensal Population Estimate,59919
36039,GreeneCounty,2006,Intercensal Population Estimate,49513
36041,HamiltonCounty,2006,Intercensal Population Estimate,4987
36043,HerkimerCounty,2006,Intercensal Population Estimate,64029
36045,JeffersonCounty,2006,Intercensal Population Estimate,113650
36047,KingsCounty,2006,Intercensal Population Estimate,2436132
36049,LewisCounty,2006,Intercensal Population Estimate,27001
36051,LivingstonCounty,2006,Intercensal Population Estimate,65357
36053,MadisonCounty,2006,Intercensal Population Estimate,72042
36055,MonroeCounty,2006,Intercensal Population Estimate,738329
36057,MontgomeryCounty,2006,Intercensal Population Estimate,49724
36059,NassauCounty,2006,Intercensal Population Estimate,1324905
36061,NewYorkCounty,2006,Intercensal Population Estimate,1578171
36063,NiagaraCounty,2006,Intercensal Population Estimate,216148
36065,OneidaCounty,2006,Intercensal Population Estimate,234229
36067,OnondagaCounty,2006,Intercensal Population Estimate,460925
36069,OntarioCounty,2006,Intercensal Population Estimate,104644
36071,OrangeCounty,2006,Intercensal Population Estimate,366908
36073,OrleansCounty,2006,Intercensal Population Estimate,43420
36075,OswegoCounty,2006,Intercensal Population Estimate,122354
36077,OtsegoCounty,2006,Intercensal Population Estimate,63032
36079,PutnamCounty,2006,Intercensal Population Estimate,99357
36081,QueensCounty,2006,Intercensal Population Estimate,2173862
36083,RensselaerCounty,2006,Intercensal Population Estimate,157312
36085,RichmondCounty,2006,Intercensal Population Estimate,457577
36087,RocklandCounty,2006,Intercensal Population Estimate,299390
36089,St.LawrenceCounty,2006,Intercensal Population Estimate,111556
36091,SaratogaCounty,2006,Intercensal Population Estimate,214627
36093,SchenectadyCounty,2006,Intercensal Population Estimate,151768
36095,SchoharieCounty,2006,Intercensal Population Estimate,32661
36097,SchuylerCounty,2006,Intercensal Population Estimate,18752
36099,SenecaCounty,2006,Intercensal Population Estimate,35223
36101,SteubenCounty,2006,Intercensal Population Estimate,98473
36103,SuffolkCounty,2006,Intercensal Population Estimate,1475626
36105,SullivanCounty,2006,Intercensal Population Estimate,77231
36107,TiogaCounty,2006,Intercensal Population Estimate,51536
36109,TompkinsCounty,2006,Intercensal Population Estimate,99651
36111,UlsterCounty,2006,Intercensal Population Estimate,182845
36113,WarrenCounty,2006,Intercensal Population Estimate,65554
36115,WashingtonCounty,2006,Intercensal Population Estimate,62771
36117,WayneCounty,2006,Intercensal Population Estimate,93595
36119,WestchesterCounty,2006,Intercensal Population Estimate,931426
36121,WyomingCounty,2006,Intercensal Population Estimate,42673
36123,YatesCounty,2006,Intercensal Population Estimate,25025
36000,NewYorkState,2005,Intercensal Population Estimate,19132610
36001,AlbanyCounty,2005,Intercensal Population Estimate,302791
36003,AlleganyCounty,2005,Intercensal Population Estimate,49768
36005,BronxCounty,2005,Intercensal Population Estimate,1351736
36007,BroomeCounty,2005,Intercensal Population Estimate,200477
36009,CattaraugusCounty,2005,Intercensal Population Estimate,82039
36011,CayugaCounty,2005,Intercensal Population Estimate,81104
36013,ChautauquaCounty,2005,Intercensal Population Estimate,136139
36015,ChemungCounty,2005,Intercensal Population Estimate,88860
36017,ChenangoCounty,2005,Intercensal Population Estimate,51154
36019,ClintonCounty,2005,Intercensal Population Estimate,82233
36021,ColumbiaCounty,2005,Intercensal Population Estimate,63717
36023,CortlandCounty,2005,Intercensal Population Estimate,49330
36025,DelawareCounty,2005,Intercensal Population Estimate,48377
36027,DutchessCounty,2005,Intercensal Population Estimate,294362
36029,ErieCounty,2005,Intercensal Population Estimate,931745
36031,EssexCounty,2005,Intercensal Population Estimate,39321
36033,FranklinCounty,2005,Intercensal Population Estimate,51257
36035,FultonCounty,2005,Intercensal Population Estimate,55301
36037,GeneseeCounty,2005,Intercensal Population Estimate,60068
36039,GreeneCounty,2005,Intercensal Population Estimate,49142
36041,HamiltonCounty,2005,Intercensal Population Estimate,5093
36043,HerkimerCounty,2005,Intercensal Population Estimate,64292
36045,JeffersonCounty,2005,Intercensal Population Estimate,113486
36047,KingsCounty,2005,Intercensal Population Estimate,2445809
36049,LewisCounty,2005,Intercensal Population Estimate,26773
36051,LivingstonCounty,2005,Intercensal Population Estimate,65322
36053,MadisonCounty,2005,Intercensal Population Estimate,71471
36055,MonroeCounty,2005,Intercensal Population Estimate,738506
36057,MontgomeryCounty,2005,Intercensal Population Estimate,49505
36059,NassauCounty,2005,Intercensal Population Estimate,1332318
36061,NewYorkCounty,2005,Intercensal Population Estimate,1573573
36063,NiagaraCounty,2005,Intercensal Population Estimate,216818
36065,OneidaCounty,2005,Intercensal Population Estimate,234282
36067,OnondagaCounty,2005,Intercensal Population Estimate,460910
36069,OntarioCounty,2005,Intercensal Population Estimate,104259
36071,OrangeCounty,2005,Intercensal Population Estimate,364522
36073,OrleansCounty,2005,Intercensal Population Estimate,43475
36075,OswegoCounty,2005,Intercensal Population Estimate,122640
36077,OtsegoCounty,2005,Intercensal Population Estimate,63069
36079,PutnamCounty,2005,Intercensal Population Estimate,99575
36081,QueensCounty,2005,Intercensal Population Estimate,2185222
36083,RensselaerCounty,2005,Intercensal Population Estimate,156104
36085,RichmondCounty,2005,Intercensal Population Estimate,457028
36087,RocklandCounty,2005,Intercensal Population Estimate,298737
36089,St.LawrenceCounty,2005,Intercensal Population Estimate,111606
36091,SaratogaCounty,2005,Intercensal Population Estimate,212975
36093,SchenectadyCounty,2005,Intercensal Population Estimate,150200
36095,SchoharieCounty,2005,Intercensal Population Estimate,32534
36097,SchuylerCounty,2005,Intercensal Population Estimate,18880
36099,SenecaCounty,2005,Intercensal Population Estimate,35177
36101,SteubenCounty,2005,Intercensal Population Estimate,98868
36103,SuffolkCounty,2005,Intercensal Population Estimate,1477687
36105,SullivanCounty,2005,Intercensal Population Estimate,76780
36107,TiogaCounty,2005,Intercensal Population Estimate,51611
36109,TompkinsCounty,2005,Intercensal Population Estimate,99433
36111,UlsterCounty,2005,Intercensal Population Estimate,182438
36113,WarrenCounty,2005,Intercensal Population Estimate,65206
36115,WashingtonCounty,2005,Intercensal Population Estimate,62468
36117,WayneCounty,2005,Intercensal Population Estimate,93727
36119,WestchesterCounty,2005,Intercensal Population Estimate,933401
36121,WyomingCounty,2005,Intercensal Population Estimate,42780
36123,YatesCounty,2005,Intercensal Population Estimate,25129
36000,NewYorkState,2004,Intercensal Population Estimate,19171567
36001,AlbanyCounty,2004,Intercensal Population Estimate,302173
36003,AlleganyCounty,2004,Intercensal Population Estimate,50311
36005,BronxCounty,2004,Intercensal Population Estimate,1358963
36007,BroomeCounty,2004,Intercensal Population Estimate,200974
36009,CattaraugusCounty,2004,Intercensal Population Estimate,82864
36011,CayugaCounty,2004,Intercensal Population Estimate,81284
36013,ChautauquaCounty,2004,Intercensal Population Estimate,137174
36015,ChemungCounty,2004,Intercensal Population Estimate,89777
36017,ChenangoCounty,2004,Intercensal Population Estimate,51297
36019,ClintonCounty,2004,Intercensal Population Estimate,81803
36021,ColumbiaCounty,2004,Intercensal Population Estimate,63646
36023,CortlandCounty,2004,Intercensal Population Estimate,49628
36025,DelawareCounty,2004,Intercensal Population Estimate,48283
36027,DutchessCounty,2004,Intercensal Population Estimate,292859
36029,ErieCounty,2004,Intercensal Population Estimate,938333
36031,EssexCounty,2004,Intercensal Population Estimate,39295
36033,FranklinCounty,2004,Intercensal Population Estimate,51197
36035,FultonCounty,2004,Intercensal Population Estimate,55233
36037,GeneseeCounty,2004,Intercensal Population Estimate,60224
36039,GreeneCounty,2004,Intercensal Population Estimate,48755
36041,HamiltonCounty,2004,Intercensal Population Estimate,5158
36043,HerkimerCounty,2004,Intercensal Population Estimate,64332
36045,JeffersonCounty,2004,Intercensal Population Estimate,109924
36047,KingsCounty,2004,Intercensal Population Estimate,2459094
36049,LewisCounty,2004,Intercensal Population Estimate,26661
36051,LivingstonCounty,2004,Intercensal Population Estimate,65484
36053,MadisonCounty,2004,Intercensal Population Estimate,71397
36055,MonroeCounty,2004,Intercensal Population Estimate,741075
36057,MontgomeryCounty,2004,Intercensal Population Estimate,49460
36059,NassauCounty,2004,Intercensal Population Estimate,1337964
36061,NewYorkCounty,2004,Intercensal Population Estimate,1569947
36063,NiagaraCounty,2004,Intercensal Population Estimate,217737
36065,OneidaCounty,2004,Intercensal Population Estimate,234654
36067,OnondagaCounty,2004,Intercensal Population Estimate,461412
36069,OntarioCounty,2004,Intercensal Population Estimate,103385
36071,OrangeCounty,2004,Intercensal Population Estimate,362934
36073,OrleansCounty,2004,Intercensal Population Estimate,43682
36075,OswegoCounty,2004,Intercensal Population Estimate,123340
36077,OtsegoCounty,2004,Intercensal Population Estimate,62934
36079,PutnamCounty,2004,Intercensal Population Estimate,99468
36081,QueensCounty,2004,Intercensal Population Estimate,2198516
36083,RensselaerCounty,2004,Intercensal Population Estimate,155523
36085,RichmondCounty,2004,Intercensal Population Estimate,456846
36087,RocklandCounty,2004,Intercensal Population Estimate,297562
36089,St.LawrenceCounty,2004,Intercensal Population Estimate,111468
36091,SaratogaCounty,2004,Intercensal Population Estimate,211478
36093,SchenectadyCounty,2004,Intercensal Population Estimate,148900
36095,SchoharieCounty,2004,Intercensal Population Estimate,32310
36097,SchuylerCounty,2004,Intercensal Population Estimate,19034
36099,SenecaCounty,2004,Intercensal Population Estimate,35312
36101,SteubenCounty,2004,Intercensal Population Estimate,98983
36103,SuffolkCounty,2004,Intercensal Population Estimate,1478215
36105,SullivanCounty,2004,Intercensal Population Estimate,76265
36107,TiogaCounty,2004,Intercensal Population Estimate,51631
36109,TompkinsCounty,2004,Intercensal Population Estimate,99531
36111,UlsterCounty,2004,Intercensal Population Estimate,181847
36113,WarrenCounty,2004,Intercensal Population Estimate,64576
36115,WashingtonCounty,2004,Intercensal Population Estimate,62278
36117,WayneCounty,2004,Intercensal Population Estimate,93860
36119,WestchesterCounty,2004,Intercensal Population Estimate,935457
36121,WyomingCounty,2004,Intercensal Population Estimate,42852
36123,YatesCounty,2004,Intercensal Population Estimate,25008
36000,NewYorkState,2003,Intercensal Population Estimate,19175939
36001,AlbanyCounty,2003,Intercensal Population Estimate,301085
36003,AlleganyCounty,2003,Intercensal Population Estimate,50165
36005,BronxCounty,2003,Intercensal Population Estimate,1362373
36007,BroomeCounty,2003,Intercensal Population Estimate,201037
36009,CattaraugusCounty,2003,Intercensal Population Estimate,83335
36011,CayugaCounty,2003,Intercensal Population Estimate,81395
36013,ChautauquaCounty,2003,Intercensal Population Estimate,137587
36015,ChemungCounty,2003,Intercensal Population Estimate,90154
36017,ChenangoCounty,2003,Intercensal Population Estimate,51393
36019,ClintonCounty,2003,Intercensal Population Estimate,81396
36021,ColumbiaCounty,2003,Intercensal Population Estimate,63304
36023,CortlandCounty,2003,Intercensal Population Estimate,49475
36025,DelawareCounty,2003,Intercensal Population Estimate,47930
36027,DutchessCounty,2003,Intercensal Population Estimate,290781
36029,ErieCounty,2003,Intercensal Population Estimate,941846
36031,EssexCounty,2003,Intercensal Population Estimate,39334
36033,FranklinCounty,2003,Intercensal Population Estimate,51228
36035,FultonCounty,2003,Intercensal Population Estimate,55081
36037,GeneseeCounty,2003,Intercensal Population Estimate,60412
36039,GreeneCounty,2003,Intercensal Population Estimate,48416
36041,HamiltonCounty,2003,Intercensal Population Estimate,5181
36043,HerkimerCounty,2003,Intercensal Population Estimate,64080
36045,JeffersonCounty,2003,Intercensal Population Estimate,110246
36047,KingsCounty,2003,Intercensal Population Estimate,2472999
36049,LewisCounty,2003,Intercensal Population Estimate,26692
36051,LivingstonCounty,2003,Intercensal Population Estimate,65130
36053,MadisonCounty,2003,Intercensal Population Estimate,71010
36055,MonroeCounty,2003,Intercensal Population Estimate,741671
36057,MontgomeryCounty,2003,Intercensal Population Estimate,49449
36059,NassauCounty,2003,Intercensal Population Estimate,1339761
36061,NewYorkCounty,2003,Intercensal Population Estimate,1562154
36063,NiagaraCounty,2003,Intercensal Population Estimate,218072
36065,OneidaCounty,2003,Intercensal Population Estimate,234243
36067,OnondagaCounty,2003,Intercensal Population Estimate,460961
36069,OntarioCounty,2003,Intercensal Population Estimate,102625
36071,OrangeCounty,2003,Intercensal Population Estimate,358727
36073,OrleansCounty,2003,Intercensal Population Estimate,43593
36075,OswegoCounty,2003,Intercensal Population Estimate,123120
36077,OtsegoCounty,2003,Intercensal Population Estimate,62567
36079,PutnamCounty,2003,Intercensal Population Estimate,98964
36081,QueensCounty,2003,Intercensal Population Estimate,2214608
36083,RensselaerCounty,2003,Intercensal Population Estimate,154201
36085,RichmondCounty,2003,Intercensal Population Estimate,455939
36087,RocklandCounty,2003,Intercensal Population Estimate,296224
36089,St.LawrenceCounty,2003,Intercensal Population Estimate,111329
36091,SaratogaCounty,2003,Intercensal Population Estimate,209410
36093,SchenectadyCounty,2003,Intercensal Population Estimate,147891
36095,SchoharieCounty,2003,Intercensal Population Estimate,32032
36097,SchuylerCounty,2003,Intercensal Population Estimate,19151
36099,SenecaCounty,2003,Intercensal Population Estimate,35212
36101,SteubenCounty,2003,Intercensal Population Estimate,99191
36103,SuffolkCounty,2003,Intercensal Population Estimate,1470849
36105,SullivanCounty,2003,Intercensal Population Estimate,75447
36107,TiogaCounty,2003,Intercensal Population Estimate,51895
36109,TompkinsCounty,2003,Intercensal Population Estimate,99049
36111,UlsterCounty,2003,Intercensal Population Estimate,180942
36113,WarrenCounty,2003,Intercensal Population Estimate,64323
36115,WashingtonCounty,2003,Intercensal Population Estimate,61621
36117,WayneCounty,2003,Intercensal Population Estimate,94001
36119,WestchesterCounty,2003,Intercensal Population Estimate,935799
36121,WyomingCounty,2003,Intercensal Population Estimate,42955
36123,YatesCounty,2003,Intercensal Population Estimate,24898
36000,NewYorkState,2002,Intercensal Population Estimate,19137800
36001,AlbanyCounty,2002,Intercensal Population Estimate,298283
36003,AlleganyCounty,2002,Intercensal Population Estimate,50014
36005,BronxCounty,2002,Intercensal Population Estimate,1358739
36007,BroomeCounty,2002,Intercensal Population Estimate,201438
36009,CattaraugusCounty,2002,Intercensal Population Estimate,83301
36011,CayugaCounty,2002,Intercensal Population Estimate,81401
36013,ChautauquaCounty,2002,Intercensal Population Estimate,138346
36015,ChemungCounty,2002,Intercensal Population Estimate,90613
36017,ChenangoCounty,2002,Intercensal Population Estimate,51205
36019,ClintonCounty,2002,Intercensal Population Estimate,80707
36021,ColumbiaCounty,2002,Intercensal Population Estimate,63182
36023,CortlandCounty,2002,Intercensal Population Estimate,48891
36025,DelawareCounty,2002,Intercensal Population Estimate,47666
36027,DutchessCounty,2002,Intercensal Population Estimate,287700
36029,ErieCounty,2002,Intercensal Population Estimate,943551
36031,EssexCounty,2002,Intercensal Population Estimate,39195
36033,FranklinCounty,2002,Intercensal Population Estimate,50924
36035,FultonCounty,2002,Intercensal Population Estimate,54988
36037,GeneseeCounty,2002,Intercensal Population Estimate,60289
36039,GreeneCounty,2002,Intercensal Population Estimate,48177
36041,HamiltonCounty,2002,Intercensal Population Estimate,5232
36043,HerkimerCounty,2002,Intercensal Population Estimate,63971
36045,JeffersonCounty,2002,Intercensal Population Estimate,111112
36047,KingsCounty,2002,Intercensal Population Estimate,2480559
36049,LewisCounty,2002,Intercensal Population Estimate,26618
36051,LivingstonCounty,2002,Intercensal Population Estimate,65118
36053,MadisonCounty,2002,Intercensal Population Estimate,70261
36055,MonroeCounty,2002,Intercensal Population Estimate,741391
36057,MontgomeryCounty,2002,Intercensal Population Estimate,49298
36059,NassauCounty,2002,Intercensal Population Estimate,1339572
36061,NewYorkCounty,2002,Intercensal Population Estimate,1555382
36063,NiagaraCounty,2002,Intercensal Population Estimate,218127
36065,OneidaCounty,2002,Intercensal Population Estimate,234078
36067,OnondagaCounty,2002,Intercensal Population Estimate,459484
36069,OntarioCounty,2002,Intercensal Population Estimate,101763
36071,OrangeCounty,2002,Intercensal Population Estimate,352975
36073,OrleansCounty,2002,Intercensal Population Estimate,43660
36075,OswegoCounty,2002,Intercensal Population Estimate,122496
36077,OtsegoCounty,2002,Intercensal Population Estimate,62093
36079,PutnamCounty,2002,Intercensal Population Estimate,98263
36081,QueensCounty,2002,Intercensal Population Estimate,2224507
36083,RensselaerCounty,2002,Intercensal Population Estimate,153040
36085,RichmondCounty,2002,Intercensal Population Estimate,452813
36087,RocklandCounty,2002,Intercensal Population Estimate,293728
36089,St.LawrenceCounty,2002,Intercensal Population Estimate,111292
36091,SaratogaCounty,2002,Intercensal Population Estimate,206446
36093,SchenectadyCounty,2002,Intercensal Population Estimate,147199
36095,SchoharieCounty,2002,Intercensal Population Estimate,31785
36097,SchuylerCounty,2002,Intercensal Population Estimate,19179
36099,SenecaCounty,2002,Intercensal Population Estimate,35046
36101,SteubenCounty,2002,Intercensal Population Estimate,99583
36103,SuffolkCounty,2002,Intercensal Population Estimate,1456745
36105,SullivanCounty,2002,Intercensal Population Estimate,74452
36107,TiogaCounty,2002,Intercensal Population Estimate,51992
36109,TompkinsCounty,2002,Intercensal Population Estimate,98227
36111,UlsterCounty,2002,Intercensal Population Estimate,180128
36113,WarrenCounty,2002,Intercensal Population Estimate,63774
36115,WashingtonCounty,2002,Intercensal Population Estimate,61152
36117,WayneCounty,2002,Intercensal Population Estimate,93735
36119,WestchesterCounty,2002,Intercensal Population Estimate,935219
36121,WyomingCounty,2002,Intercensal Population Estimate,43007
36123,YatesCounty,2002,Intercensal Population Estimate,24688
36000,NewYorkState,2001,Intercensal Population Estimate,19082838
36001,AlbanyCounty,2001,Intercensal Population Estimate,296232
36003,AlleganyCounty,2001,Intercensal Population Estimate,50079
36005,BronxCounty,2001,Intercensal Population Estimate,1346555
36007,BroomeCounty,2001,Intercensal Population Estimate,200868
36009,CattaraugusCounty,2001,Intercensal Population Estimate,83346
36011,CayugaCounty,2001,Intercensal Population Estimate,81313
36013,ChautauquaCounty,2001,Intercensal Population Estimate,138730
36015,ChemungCounty,2001,Intercensal Population Estimate,90780
36017,ChenangoCounty,2001,Intercensal Population Estimate,51109
36019,ClintonCounty,2001,Intercensal Population Estimate,80320
36021,ColumbiaCounty,2001,Intercensal Population Estimate,62953
36023,CortlandCounty,2001,Intercensal Population Estimate,48903
36025,DelawareCounty,2001,Intercensal Population Estimate,47771
36027,DutchessCounty,2001,Intercensal Population Estimate,284712
36029,ErieCounty,2001,Intercensal Population Estimate,946515
36031,EssexCounty,2001,Intercensal Population Estimate,38893
36033,FranklinCounty,2001,Intercensal Population Estimate,50925
36035,FultonCounty,2001,Intercensal Population Estimate,54904
36037,GeneseeCounty,2001,Intercensal Population Estimate,60321
36039,GreeneCounty,2001,Intercensal Population Estimate,47976
36041,HamiltonCounty,2001,Intercensal Population Estimate,5312
36043,HerkimerCounty,2001,Intercensal Population Estimate,64274
36045,JeffersonCounty,2001,Intercensal Population Estimate,111422
36047,KingsCounty,2001,Intercensal Population Estimate,2477252
36049,LewisCounty,2001,Intercensal Population Estimate,26951
36051,LivingstonCounty,2001,Intercensal Population Estimate,65088
36053,MadisonCounty,2001,Intercensal Population Estimate,69852
36055,MonroeCounty,2001,Intercensal Population Estimate,739891
36057,MontgomeryCounty,2001,Intercensal Population Estimate,49472
36059,NassauCounty,2001,Intercensal Population Estimate,1337086
36061,NewYorkCounty,2001,Intercensal Population Estimate,1555729
36063,NiagaraCounty,2001,Intercensal Population Estimate,218552
36065,OneidaCounty,2001,Intercensal Population Estimate,234247
36067,OnondagaCounty,2001,Intercensal Population Estimate,458576
36069,OntarioCounty,2001,Intercensal Population Estimate,100819
36071,OrangeCounty,2001,Intercensal Population Estimate,347674
36073,OrleansCounty,2001,Intercensal Population Estimate,43898
36075,OswegoCounty,2001,Intercensal Population Estimate,122269
36077,OtsegoCounty,2001,Intercensal Population Estimate,61924
36079,PutnamCounty,2001,Intercensal Population Estimate,97055
36081,QueensCounty,2001,Intercensal Population Estimate,2231316
36083,RensselaerCounty,2001,Intercensal Population Estimate,152700
36085,RichmondCounty,2001,Intercensal Population Estimate,448961
36087,RocklandCounty,2001,Intercensal Population Estimate,290613
36089,St.LawrenceCounty,2001,Intercensal Population Estimate,111497
36091,SaratogaCounty,2001,Intercensal Population Estimate,203974
36093,SchenectadyCounty,2001,Intercensal Population Estimate,146334
36095,SchoharieCounty,2001,Intercensal Population Estimate,31794
36097,SchuylerCounty,2001,Intercensal Population Estimate,19175
36099,SenecaCounty,2001,Intercensal Population Estimate,34764
36101,SteubenCounty,2001,Intercensal Population Estimate,99216
36103,SuffolkCounty,2001,Intercensal Population Estimate,1442488
36105,SullivanCounty,2001,Intercensal Population Estimate,74143
36107,TiogaCounty,2001,Intercensal Population Estimate,51712
36109,TompkinsCounty,2001,Intercensal Population Estimate,97458
36111,UlsterCounty,2001,Intercensal Population Estimate,178440
36113,WarrenCounty,2001,Intercensal Population Estimate,63406
36115,WashingtonCounty,2001,Intercensal Population Estimate,61142
36117,WayneCounty,2001,Intercensal Population Estimate,93794
36119,WestchesterCounty,2001,Intercensal Population Estimate,931577
36121,WyomingCounty,2001,Intercensal Population Estimate,43061
36123,YatesCounty,2001,Intercensal Population Estimate,24725
36000,NewYorkState,2000,Census Base Population,18977026
36001,AlbanyCounty,2000,Census Base Population,294601
36003,AlleganyCounty,2000,Census Base Population,49881
36005,BronxCounty,2000,Census Base Population,1332244
36007,BroomeCounty,2000,Census Base Population,200415
36009,CattaraugusCounty,2000,Census Base Population,83874
36011,CayugaCounty,2000,Census Base Population,81910
36013,ChautauquaCounty,2000,Census Base Population,139698
36015,ChemungCounty,2000,Census Base Population,91119
36017,ChenangoCounty,2000,Census Base Population,51356
36019,ClintonCounty,2000,Census Base Population,79882
36021,ColumbiaCounty,2000,Census Base Population,63074
36023,CortlandCounty,2000,Census Base Population,48704
36025,DelawareCounty,2000,Census Base Population,47894
36027,DutchessCounty,2000,Census Base Population,280032
36029,ErieCounty,2000,Census Base Population,950227
36031,EssexCounty,2000,Census Base Population,38893
36033,FranklinCounty,2000,Census Base Population,51110
36035,FultonCounty,2000,Census Base Population,55053
36037,GeneseeCounty,2000,Census Base Population,60548
36039,GreeneCounty,2000,Census Base Population,48021
36041,HamiltonCounty,2000,Census Base Population,5376
36043,HerkimerCounty,2000,Census Base Population,64502
